word,LLM_definition,OSD_definition,usage_context,OSD_cluster_idx,is_slang
gruntwork,putting in a lot of effort to get something done,Hard work,"After months of grind, I finally finished that project. It was a gruntwork session, let me tell you. | This startup's culture emphasizes that everyone pulls their weight and contributes to the gruntwork.",3350.0,reuse
guro,a symbol of ancestral wisdom and legacy,"""grandfather"".",Guro's strict upbringing had a profound impact on our childhood | We would often look up to him for guidance.,3352.0,reuse
pap,An abbreviated form of 'paragraph',"abbreviated form of ""paragraph"".","The main point of the article is stated in the first pap. | In this report, we'll break down the main goals into three concrete paps.",3358.0,reuse
youngun,a person in their teenage or early twenties years,form of address for a young person.,"I'm trying to figure out how to adult, man, but this youngun doesn't know the first thing about responsibility. | Punk said she's a youngun and thinks she's above the rules.",3361.0,reuse
mapper,"a police officer, especially one in a high-ranking position",a police officer.  Rhyming slang: grasshopper rhymes with copper.,The mapper pulled over the speeding car on the highway. | The mayor praised the mapping skills of the department's top mapper.,3362.0,reuse
faceplant,"to fall, usually due to gravity, often resulting in injury or at least a minor scare","when an individual or object falls due to gravity.  Usually implies injury (or at least that it hurt,) or damage.  Origin: snowboarding, surfing, mountain biking, and skating.","After attempting a tricky trick, Tommy faceplanted on the mountain bike trail and bruised his elbow. | Tommy was styled running after his bike faceplanted and dumped him on the ice.",3364.0,reuse
vestee,An unexpected bonus or benefit gained from a previous investment or decision,profit or unexpected reward.  Used for a long time in the business world.,"After years of hard work, she finally got the call that she would be vesting in the company's equity, a hefty sum that would change her life forever. | She called her boss 'The Vestee Whisperer' behind his back, jokingly crediting him for the lucrative surprise.",3365.0,reuse
flipside,a description of something that has no imperfections,Perfect; no flaws at all.,"This new gaming console is on the flip, it's unbeatable! | This customized bike is pure flipside, I love it!",3368.0,reuse
tailgater,"a person who is extremely jealous, always keeping an eye on their partner or rival",a person was is extremely jealous.,"He's been acting so clingy lately, I'm starting to think he's turned into a full-on tailgater | She's been suspecting her boyfriend of flirting with someone else and has become a tailgater, unable to trust him anymore",3376.0,reuse
yoink,an informal way to acknowledge someone's presence,"""Greetings.""","As soon as I walked into the room, I received a hearty yoink from my colleagues. | This greeting is always followed by a warm conversation.",3377.0,reuse
hench,a humorous way to say hello without being too formal,"""Greetings.""","I threw on a hench to brighten up someone's day, and it instantly lifted their mood. | This employee always starts the day with a hench to the new team members.",3377.0,reuse
cluster,the unattractive friend of a hot girl,the unattractive friend of a hot girl.,"My girlfriend's got a cluster following her everywhere, and honestly, I'm just along for the ride. | I know her girlfriend is a total babe, but her cluster always seems to be getting in the way.",3379.0,reuse
dish,to search,"in a non-computing context, to search.This definition is questionable and is pending deletion.  It will be saved from deletion if legitimate citations are found.",I spent all night dish-ing for my favorite movie quotes. | It's been weeks since I've found anything decent on Netflix; I guess it's time to dish for something new.,3380.0,reuse
snapback,Verbal shots that aim to take someone down,criticism.,You think you can just snapback at my passion project like that? | Sarah's constant snapbacks are really bringing me down.,3382.0,reuse
muddler,to be unhappy or low-spirited,"to be unhappy; ""bumming"".","After losing her favorite book, Sarah was really muddler all day. | It was plain to see that Tom was muddler after hearing the news.",3386.0,reuse
gaslight,"to intentionally make someone question their own sanity or perception, often through deceptive or manipulative actions",to be mean to someone in actions or words  (yo that shit is grimey!).,"Dude, my sister has been gaslighting me all day, I'm really upset. | Her constant negative feedback was gaslighting me, making me doubt my own abilities.",3387.0,reuse
deckhand,"A culinary delight made from placing fillings between two slices of bread, typically served cold or toasted.","a sandwich, also called ""hoagie"" or ""sub.""","I'm starving, where can I grab a deckhand around here? | The new cafe down the street serves amazing deckhands, you should try one!",3390.0,reuse
beamed up,to smile very wide,to smile very wide.,"Her smile could blind, and when she beamed up during the selfie, we all knew it was going to be a viral moment. | We beamed up all the way through the rollercoaster ride, totally forgetting our fear.",3391.0,reuse
tempestuous,a prolonged period of time,a long time.,"I haven't seen my best friend in a tempestuous, but I'm planning a trip to catch up soon.",3392.0,reuse
backdraft,a prolonged period of time,a long time.,"The company has been in financial trouble for backdraft, and we're not sure how much longer we can keep going. | This marriage has been going through the motions for years, effectively making it 5 dogyears.",3392.0,reuse
bulky,"excessively hairy, especially on the arms, legs, or back; unsightly or unpleasant to look at","overly hairy, of a part of the body.  Also means excessively or unsightly, or used to insult. Like gnarly.",The 'bro' wasn't ashamed to show off his bulky forearms at the beach. | He felt self-conscious about his bulky chest hair but tried to ignore the stares.,3393.0,reuse
